Model,Sample,Threshold,Accuracy,Precision,Recall,Specificity,F1Score,F2Score,ROCAUC,PRAUC,BrierScore,TrueNegatives,FalsePositives,FalseNegatives,TruePositives,PredictedPositiveRate,MeanPredictedProbability,ObservedClaimRate
Histogram gradient boosting,Test,0.05721695448294014,0.7167983009225459,0.09708440680560161,0.5587199060481504,0.7251593667259358,0.1654243181571227,0.28637642774375105,0.7070093364062465,0.14402877366474895,0.045595573443563325,93394,35397,3006,3806,0.2891012735706437,0.050187868304883164,0.050234876809510116
